Province,State,State Code,Latitude,Longitude,Tests,Days Since 1st Case,Total cases (4/14/2020),Deaths (4/14/2020),Population (for demographic %'s),% less than 18 years of age,% 65 and over,% Black,% American Indian & Alaska Native,% Asian,% Native Hawaiian/Other Pacific Islander,% Hispanic,% Non-Hispanic White,% Not Proficient in English,% Female,% Rural,Population Density per Square mile of Land (2010),Housing Density Per Square Mile of Land,Avg Daily March 2011 Sunlight (KJ/m²) Missing HI and AK,GDP 2018,GDP/capita,"Percentage Living in Poverty, All Ages, 2016","Air Quality, Annual Average Ambient Concentrations of PM2.5, 2014",Primary Care Physicians Ratio,Dentist Ratio,Mental Health Provider Ratio,High School Graduation Rate,% Some College,% Unemployed,% Children in Poverty,Income Inequality Ratio (80th%/20th%),% Single-Parent Households,Social Association Rate,Violent Crime Rate,Air pollution: Average Daily PM2.5,Presence of Drinking Water Violation,% Severe Housing Problems,Housing: Severe Cost Burden,Housing: Overcrowding,Housing: Inadequate Facilities,% Drive Alone to Work,% Long Commute - Drives Alone,Sleep <7 Hours_Percent,Sleep <7 Hours_CI_Low,Sleep <7 Hours_CI_High,Diabetes Total Percentage,Diabetes Male Percentage,Diabetes Female Percentage,"Coronary Heart Disease Death Rate per 100,000, All Ages, All Races/Ethnicities, Both Genders, 2014-2016","Hypertension Death Rate per 100,000 (any mention), 35+, All Races/Ethnicities, Both Genders, 2014-2016","Obesity, Age-Adjusted Percentage, 20+. 2015",% Fair or Poor Health,Average Number of Physically Unhealthy Days,Average Number of Mentally Unhealthy Days,% Low Birthweight,% Smokers (adults),% Adults with Obesity,Food Environment Index,% Physically Inactive,% With Access to Exercise Opportunities,% Excessive Drinking,% Uninsured,Preventable Hospitalization Rate (Preventable hospital stays),% With Annual Mammogram,% Flu Vaccinated,Chronic Respiratory Disease: mortality rate per 100K (2014),Liver Disease: crude mortality rate per 100K (1999-2018),Liver Disease: % of Total Deaths (1999-2018),Liver Disease: crude mortality rate per 100K (2018),Liver Disease: % of Total Deaths (2018),Avg Temp Peak Growth-10 Rate,Avg Temp 10 Before First-Current,Avg Temp First-Current,First Case,Stay At Home,No Cases,No Stay At Home Order,Stay At Home Order After First Case
Hale,Alabama,AL,32.76039,-87.6328,"33,835",16,17,0,14726,23.0476708,19.2109195,57.8025261,0.25125628,0.28520983,0.0136,1.35814206,39.7256553,0.0719,52.4107022,89.1687817,24.5,11.9,18227.95,"280,041",,23.7,10.8,4937:01:00,7363:01:00,7363:01:00,91.2820513,46.728972,5.09096979,35.6,6.36201127,58.5041871,6.07615447,208.558073,10.8,No,16.5546219,13.4364261,2.84033614,0.90756303,88.3967936,49.5,41.7954361,40.8475732,42.7565557,15.5,15.7,15.4,93.2,131.9,42.2,27.9025703,5.4154381,5.25512955,13.4490239,22.0772913,40.4,6.1,27.8,29.8984772,11.4045981,10.5601625,6986,36,33,61.15,11.4992184,4.33E-05,NA,NA,18.8,17.67692308,16.025,3/30/20,4/4/20,0,0,1
Henry,Alabama,AL,31.51148,-85.2427,"33,835",12,14,0,17209,20.611308,22.7206694,25.8295078,0.4939276,0.37189843,0.0232,2.67301993,69.3183799,0.31498981,51.769423,87.7528609,30.8,15.8,18734.53,"327,713",,18.7,10.9,3429:01:00,3442:01:00,8605:01:00,97.9057592,53.4650856,4.43393438,27.2,4.89838239,25.1124859,13.9966175,197.372297,10.9,No,10.6881406,9.55937267,0.87847731,0.57101025,87.1963711,37.1,38.1146187,37.0763537,39.106828,13.7,14.4,13.1,90.2,219.8,38.5,21.4192621,4.69667374,4.75857223,9.85099338,18.4298454,36.3,7.9,35.4,25.3092128,13.8093308,12.1877366,4872,44,42,71.04,16.8185252,6.67E-05,NA,NA,17.95555556,18.08181818,17.025,4/3/20,4/4/20,0,0,1
Houston,Alabama,AL,31.15198,-85.2994,"33,835",23,52,2,104722,23.0324096,17.7985524,26.9198449,0.5404786,1.0599492,0.0945,3.43862799,66.3184431,0.59278456,51.9814366,33.8040513,175.1,78.2,19185.95,"4,349,489",,19.4,10.7,1186:01:00,1496:01:00,694:01:00,90.9174312,59.2885376,4.04208195,21.9,5.14159149,42.2504251,11.9793763,487.788484,10.7,No,13.4510352,12.3690323,1.2193573,0.40645243,88.4000275,25.8,37.046312,36.2569453,37.8602277,11.8,12.3,11.3,72.1,208.6,36,20.2697971,4.66568897,4.76695456,10.5193662,19.2497828,38.1,7.1,30.6,66.5445557,13.5237018,11.0702235,4859,42,45,66.9,16.0712482,0.00036838,27.6923665,0.00051862,21.48947368,20.64242424,20.34347826,3/23/20,4/4/20,0,0,1
Jackson,Alabama,AL,34.78144,-85.9975,"33,835",26,29,2,51736,20.88681,20.0498686,3.41348384,1.68161435,0.58566569,0.11017473,2.95345601,89.0675738,0.44421006,50.9239215,77.0173033,49.4,23,16127.84,"1,319,359",,17.5,11,1854:01:00,2874:01:00,2156:01:00,90.1172529,44.6777813,4.10911751,26.8,5.04058326,30.8968004,9.05430658,316.984948,11,No,10.804713,8.21363754,2.03058411,1.02782652,86.2986097,37.1,38.042658,36.8345474,39.1246483,13.9,15.2,12.8,128.8,136.7,37.7,23.2447618,5.0329274,5.06595608,8.94803549,19.9589209,38.7,7.9,29.1,47.1903357,13.4920163,13.0509417,5903,42,42,94.69,22.2046801,0.00027599,Unreliable,0.00023248,14.73636364,14.76111111,14.7,3/20/20,4/4/20,0,0,1
Jefferson,Alabama,AL,33.55555,-86.8951,"33,835",33,620,16,659300,22.762172,15.8572729,43.1260428,0.28697103,1.77096921,0.057,3.98088882,49.6998332,1.22960047,52.7391173,9.83376515,592.5,270.5,17939.18,"41,774,355",63.36167905,15.3,13.4,930:01:00,1133:01:00,565:01:00,88.7338111,68.1047602,3.71161795,22.6,5.34029851,42.5761569,14.4418133,872.75002,13.4,No,16.7624869,15.387609,1.37522682,0.9282781,83.7186943,33.1,36.3451326,35.7811584,36.9324814,11.7,11.8,11.8,72,170.3,32.9,19.6963021,4.41088977,4.73654447,11.328534,17.6220453,34.6,6.3,30.1,78.62775,14.6886435,10.0494849,4653,43,44,59.24,15.5771611,0.00239974,18.8078265,0.00221753,16.90454545,17.06046512,17.86060606,3/13/20,4/4/20,0,0,1
Lamar,Alabama,AL,33.77995,-88.0967,"33,835",26,8,0,13844,21.3883271,21.6555909,10.3943947,0.28893383,0.10112684,0.0144,1.69026293,85.9722624,0.0302,51.1196186,100,24.1,12.2,17241.8,"296,054",,18.6,10.3,NA,4615:01:00,6922:01:00,94.2857143,52.6038233,3.81052264,25.3,5.04925383,21.0612512,7.88756633,162.211722,10.3,No,10.6489185,8.4398977,0.98169717,1.74708819,88.2453152,45,37.8765469,36.7600379,39.0292793,16,17.9,14.3,109.5,147.2,35.9,24.255311,5.21048595,5.14794253,9.5463138,20.430552,35.7,7.8,36.5,10.3131008,12.9666905,11.5316983,5184,36,40,89.17,12.2254371,4.21E-05,NA,NA,16.44,15.69722222,15.54230769,3/20/20,4/4/20,0,0,1
Lauderdale,Alabama,AL,34.90172,-87.6562,"33,835",26,22,4,92387,19.6651044,20.0926537,9.89316679,0.45136221,0.76634159,0.0563,2.86187451,84.6049769,0.57371171,52.0203059,49.2951062,138.8,65.6,16113.65,"2,467,086",,15.2,11,1969:01:00,1812:01:00,646:01:00,94.3852856,59.3270003,4.19069315,17.9,4.52324292,32.6815186,14.8047289,268.603209,11,No,12.5912409,11.2213842,1.21220021,0.63868613,88.0479296,29,35.058161,34.1305218,36.0006972,11.9,13,11,75.6,96.6,34.9,20.1258334,4.66864198,4.75854847,9.86309894,16.6560043,32.5,7.6,28.5,65.4920234,13.7467554,11.2851588,5323,40,49,75.94,18.0511376,0.00038358,28.1424876,0.00046497,14.276,14.18055556,14.39230769,3/20/20,4/4/20,0,0,1
Lawrence,Alabama,AL,34.52041,-87.3107,"33,835",20,8,0,32957,21.5887368,18.6637133,10.8322966,5.80453318,0.23363777,0.0212,2.22714446,76.3843797,0.19798186,51.3092818,91.2897871,49.7,22,16346.49,"563,208",,16.8,11.3,6610:01:00,10986:1,804:01:00,88.0555556,48.394783,4.18851929,31.4,4.90154902,29.7004992,13.6161457,260.453002,11.3,No,10.6231231,9.10837817,1.56156156,0.52552553,87.2215047,46.4,38.7189483,37.7003961,39.7463179,16.9,18.5,15.5,82.2,140.6,35.1,21.8338031,4.88277199,5.04845692,8.52228303,20.1876462,32.6,8,36.4,48.985119,14.3314551,14.0286299,7507,39,40,92.36,19.5385953,0.00015554,NA,NA,16.53333333,15.78,15.805,3/26/20,4/4/20,0,0,1
Lee,Alabama,AL,32.60155,-85.3513,"33,835",30,265,11,163941,21.2838765,11.8829335,22.7770966,0.37269506,4.19419181,0.0903,3.75988923,67.4761042,1.17379351,50.8121824,27.409499,230.8,102.7,18307.78,"6,013,577",,18.3,12.1,1901:01:00,3346:01:00,1163:01:00,91.1430281,72.6527801,3.62070351,19.3,6.33657671,35.8082184,8.04435534,415.637401,12.1,Yes,19.2314335,17.5615807,1.98618307,0.68221071,84.4231541,28,36.5670481,35.6334186,37.5249064,9.5,9.6,9.3,78.4,348.6,31.5,21.4639078,4.49092766,4.63451199,8.68471216,17.5601404,29.9,6.4,21.3,67.7490428,15.7476032,10.350185,4208,37,42,74.45,10.6427996,0.00034148,12.8094863,0.00037555,19.0125,17.8675,18.53,3/16/20,4/4/20,0,0,1
Limestone,Alabama,AL,34.81186,-86.9831,"33,835",32,37,0,96174,22.5591116,15.1891364,13.4932518,0.82662674,1.59606547,0.19235968,6.14511198,76.1141265,0.95298819,49.928255,57.6091421,147.8,62.5,16024.46,"3,288,507",,12.8,11.8,2950:01:00,3699:01:00,2091:01:00,92.0074349,58.7957545,3.54539665,15.8,5.12720669,25.6305481,9.10997648,160.123742,11.8,No,11.3016368,9.09090909,2.02650039,0.71706937,87.6441683,41.2,37.3947836,36.3674192,38.4322597,12.5,14,11.1,93.5,207,33.5,20.1140456,4.51932968,4.75875593,9.29936306,18.1733566,33.9,8.1,29.3,60.9673601,14.9633832,11.0140422,5987,43,46,64.91,13.9189578,0.00025962,23.9149874,0.00041132,16.26666667,14.98571429,15.578125,3/14/20,4/4/20,0,0,1
Lowndes,Alabama,AL,32.15973,-86.6516,"33,835",20,19,0,9974,22.6188089,18.8490074,71.9370363,0.37096451,0.44114698,0.0401,1.73450973,25.1353519,0.0625,53.1782635,100,15.8,7.2,18542.74,"413,334",,31.7,10.9,10076:1,NA,NA,91.3043478,35.2064708,7.31034483,39.6,6.47816501,67.505423,5.95474395,671.019224,10.9,No,19.4575472,17.2087379,1.15566038,2.35849057,85.5059524,61.8,42.7386312,41.5477682,43.8569838,11.4,11.2,11.7,99.3,290.6,46.6,30.3559106,5.48627404,5.18312788,14.0291807,22.6159112,46.9,4.6,33.7,4.86768741,10.3537299,10.8228317,5247,42,32,55.88,8.96447507,2.46E-05,NA,NA,20.13076923,19.76,18.88,3/26/20,4/4/20,0,0,1
Macon,Alabama,AL,32.3876,-85.6927,"33,835",17,19,2,18439,16.9098107,20.3698682,80.0477249,0.26574109,0.60740821,0.0163,1.82764792,16.1397039,0,54.5365801,55.5472683,35.2,16.8,18568.41,"437,305",,30,11.7,2679:01:00,3688:01:00,246:01:00,80,56.0347094,5.46315251,39.7,6.7510675,60.0119546,6.93148494,734.312417,11.7,Yes,19.8989261,18.0283505,1.57927985,1.0739103,83.6646137,37.4,45.893168,44.3962,47.3126394,21.3,20.9,21.5,75.1,198,46.9,29.8633381,5.41281168,5.30074024,13.6294028,21.4146964,49.6,4,32.3,31.3397352,10.7350451,10.5546822,5948,32,33,45.36,16.107909,8.07E-05,NA,NA,18.81538462,18.37037037,17.03529412,3/29/20,4/4/20,0,0,1
Madison,Alabama,AL,34.76327,-86.5507,"33,835",32,191,3,366519,21.8176957,15.040148,24.4369323,0.80978067,2.67789664,0.11513728,5.0687686,64.5958327,1.11745451,51.1419599,16.4415148,417.7,182.7,16052.67,"21,707,550",,13.5,11.6,1132:01:00,1842:01:00,697:01:00,93.1943747,73.1953434,3.46032311,16.9,5.24048088,30.0582816,10.8019477,610.723159,11.6,No,11.9435513,10.67796,1.25044659,0.67166845,88.0676072,26,36.1536216,35.4254609,36.9011302,12.4,13.2,11.6,47.6,158.5,31.8,19.2578253,4.3656225,4.65489381,9.74197307,16.8201727,32.9,7.5,22,69.3134336,15.5802588,9.43934713,5439,46,45,61.87,14.6117014,0.00110047,19.3714378,0.00126972,16.43636364,14.98571429,15.578125,3/14/20,4/4/20,0,0,1
Marengo,Alabama,AL,32.24768,-87.788,"33,835",20,23,1,19066,22.736809,19.6003357,51.0752124,0.24126718,0.30420644,0.18357285,2.58050981,44.87045,0.0539,53.1469632,69.3156418,21.5,10.5,18388.49,"657,507",,25.8,10.6,2768:01:00,3813:01:00,2724:01:00,90.9090909,50.7364256,5.00724733,34.5,7.48394295,43.7108326,17.0322581,449.41525,10.6,No,18.0981595,16.7746114,1.22699387,2.20858896,89.2144638,33.2,39.2606839,38.4135802,40.1042723,14.9,15,14.9,156.9,141.8,41.2,26.2417374,5.28548421,5.2349504,12.386707,21.3560004,42.2,5.5,32.4,42.9352737,11.8698027,9.79742891,4803,37,33,62.26,14.0181476,6.90E-05,NA,NA,19.08235294,18.08,17.305,3/26/20,4/4/20,0,0,1
Marion,Alabama,AL,34.13697,-87.887,"33,835",25,58,4,29763,20.7741155,21.2377785,3.78322078,0.42334442,0.32590801,0.0638,2.57366529,91.8254208,0.51009639,50.6568558,88.8549519,41.5,19.9,16759.02,"804,250",,18.5,10.5,2983:01:00,5953:01:00,9921:01:00,90.2173913,55.6064411,4.08797514,27.4,4.78808713,26.485623,10.3911776,295.897334,10.5,Yes,11.13336,9.38974776,1.28153785,0.88105727,86.1331288,29.5,37.5376533,36.3028666,38.669467,18.1,21.6,14.7,147.3,69.2,37.4,22.2565047,4.91201807,4.94784782,9.48155068,19.0602036,36.8,7.9,31.3,47.0334027,14.0349001,11.4080834,8236,35,39,87.77,15.3908624,0.00010993,NA,NA,15.885,15.67714286,15.448,3/21/20,4/4/20,0,0,1
Marshall,Alabama,AL,34.36976,-86.3049,"33,835",21,104,2,96109,24.9050557,17.0379465,2.403521,1.12164313,0.73354212,0.27156666,14.3254014,80.4367957,4.00523649,50.5748681,53.268687,164.4,71.3,16548.5,"3,061,736",,21,11.8,1803:01:00,2827:01:00,411:01:00,92.2893482,52.0299329,3.38278792,27.9,4.9171491,34.3721944,10.2566249,286.269082,11.8,No,13.9291933,10.6877681,3.20661637,1.03017992,85.3381411,31.4,35.7120973,34.6010146,36.8319712,10.2,11.3,9.3,106.9,114.5,33.2,22.3946531,4.96523431,5.05193178,8.13051906,21.0178535,34.4,8,36.2,54.4189897,14.1965608,15.643577,6189,36,43,105.63,23.8874689,0.00050287,31.2145585,0.0005365,15.91111111,15.6,15.81428571,3/25/20,4/4/20,0,0,1
Mobile,Alabama,AL,30.78472,-88.2084,"33,835",27,509,17,413757,23.3738644,16.2029887,35.7456188,0.93895692,2.06594692,0.0433,3.05686671,56.721699,0.73718693,52.3689025,20.0202425,335.9,144.9,18767.21,"17,882,906",,19.5,10.8,1489:01:00,1961:01:00,1083:01:00,83.7099204,59.5264854,4.69462024,31.4,5.27160836,44.0721729,11.6679349,548.14738,10.8,Yes,16.6180475,14.7832432,1.93504473,0.76494231,86.2280355,36.5,37.2914124,36.6680929,37.9373478,12.6,13,12.3,115.9,204.1,37.1,22.3990914,4.52772434,5.15459368,11.8223952,19.3699692,36.3,6.4,30.6,70.2175829,15.1932981,11.7198902,6431,35,41,65.83,17.6334207,0.00168052,18.3682693,0.00135913,21.51363636,20.11891892,20.29259259,3/19/20,4/4/20,0,0,1
Monroe,Alabama,AL,31.56729,-87.37,"33,835",18,7,1,21067,21.5645322,20.2924004,40.9645417,1.34333318,0.46992927,0.0427,1.61389851,53.9564247,0.0889,52.5086628,79.0445639,22.5,11,18832.46,"618,262",,25.7,10.4,2666:01:00,4213:01:00,1170:01:00,88.030888,40.8089022,6.17490919,31.6,8.40203675,56.1788618,12.6600084,492.309142,10.4,No,10.5231509,11.523742,0.63740229,0.54119062,91.5734761,32,38.0533337,37.1555602,38.9154117,15.7,16.1,15.3,84.6,372.3,39.6,30.0161959,5.6737682,5.29963007,12.1727749,23.257539,41.8,5,33.7,51.5432634,11.2303331,12.7897351,5990,39,37,64.72,18.0406937,9.71E-05,NA,NA,21.3,20.63571429,19.55555556,3/28/20,4/4/20,0,0,1
Montgomery,Alabama,AL,32.22068,-86.2097,"33,835",33,161,5,225763,23.375841,15.1366699,58.5454658,0.33663621,3.19051395,0.0952,3.51563365,33.2884485,1.43980418,52.8168921,10.4912301,292.5,129.6,18614.33,"12,633,330",,18.8,11.9,1026:01:00,1344:01:00,697:01:00,81.6081331,62.1948048,3.99605982,31.3,5.48820446,51.9375176,15.0454894,531.714558,11.9,No,18.3041648,16.5595037,1.8442623,0.89167036,84.564243,20.8,37.1189125,36.3591417,37.9026528,13,13.2,12.8,80.9,294.7,36.5,23.8750862,5.03961935,4.66658036,12.4235422,19.6831529,37.7,5.5,28.7,73.7847866,13.8510067,11.0054222,6020,43,38,68.04,14.1293626,0.00074729,14.6170985,0.00059015,19.40666667,18.98372093,20.02424242,3/13/20,4/4/20,0,0,1
Morgan,Alabama,AL,34.45501,-86.8548,"33,835",22,42,0,119089,22.8131901,17.468448,12.6594396,1.10085734,0.70199599,0.15282688,8.45334162,75.3352535,2.09524999,50.7242483,38.5973722,206.3,88.4,16317.8,"4,980,085",,15.8,11.6,2049:01:00,1921:01:00,692:01:00,90.1960784,55.9087535,3.51976428,20.1,4.59536687,31.0423573,12.5401875,180.733249,11.6,No,13.4409184,11.376389,2.04700531,0.48738222,89.0115305,34.9,37.5168058,36.5555724,38.442626,11.1,12.1,10.2,114.3,197.5,31.5,20.5542823,4.55781638,4.66752744,8.76837304,18.8557062,32.4,7.9,26.6,59.2292242,13.5503695,11.5602522,6098,41,44,76.82,15.4552737,0.00042101,26.8706598,0.00057227,15.515,15.578125,15.86363636,3/24/20,4/4/20,0,0,1
Perry,Alabama,AL,32.64048,-87.2977,"33,835",10,7,0,9140,21.2472648,19.4091904,67.5273523,0.26258206,0.60175055,0.0438,1.44420131,29.5514223,0.28979046,53.1619256,100,14.7,6.6,18296.74,"183,432",,35,10.7,3113:01:00,4570:01:00,3047:01:00,93.0693069,54.6397097,6.5351781,52.8,4.71470559,75.9304012,10.7077846,381.414702,10.7,No,17.8125,14.8760331,4.0625,0.9375,84.1036717,37.9,44.0162448,42.9061587,45.134455,13.6,13.2,13.9,108.7,134.6,45.5,35.4290541,6.4033291,5.8770634,14.2857143,26.0030886,43.4,4.9,34.6,52.724011,9.68656727,11.4809883,5342,38,23,67.18,18.8723756,4.68E-05,NA,NA,14.92,17.305,16.35,4/5/20,4/4/20,0,0,0
Pickens,Alabama,AL,33.28095,-88.0882,"33,835",21,24,0,19938,19.6659645,19.0239743,39.8234527,0.24074631,0.33604173,0.33604173,4.75473969,53.8669877,1.67670266,50.1053265,100,22.4,10.8,17876.25,"390,766",,25.8,10.5,2522:01:00,6646:01:00,6646:01:00,98.1818182,53.3479474,4.56117873,30.8,5.82206738,43.4411839,9.91276765,166.21551,10.5,No,14.2388451,13.1883073,1.67979003,0.32808399,82.0980616,52.8,40.2409001,39.3563048,41.1378636,12.7,12.6,12.9,74.2,225,36.2,26.5932648,5.21154907,5.00232251,13.0128205,21.199123,34.9,7.1,25.5,5.88473615,12.3290133,11.6072035,6592,41,46,63.94,15.8321006,7.48E-05,NA,NA,19.29285714,18.09354839,17.47142857,3/25/20,4/4/20,0,0,1
Pike,Alabama,AL,31.80396,-85.9408,"33,835",21,22,0,33338,18.9813426,14.9589058,37.3147759,0.70790089,2.12970184,0.09,2.40566321,55.7921891,1.45203221,51.7127602,51.6793824,48.9,22.7,18800.49,"1,309,102",,25.1,11,2079:01:00,3704:01:00,2084:01:00,87.2852234,59.6498427,4.50426789,30.6,6.95347478,46.4164872,10.5209367,564.402035,11,No,15.78125,15.4014599,1.875,0.3125,83.6010758,25.5,39.0966805,37.9263283,40.218,12.1,12.2,12.2,65.2,174.3,43.1,24.5541632,5.08888596,5.05433766,10.3501347,20.6046562,36.2,6.2,27.8,51.4179762,15.0095128,12.9166508,5568,45,38,72.77,14.9261235,0.0001111,NA,NA,20.47368421,19.85483871,19.14761905,3/25/20,4/4/20,0,0,1
Randolph,Alabama,AL,33.29527,-85.4571,"33,835",19,45,4,22725,21.4477448,20.3520352,19.3619362,0.47084709,0.39163916,0.11441144,2.90869087,75.3355336,0.27250517,51.3487349,81.3424693,39.5,20.6,17999.48,"427,804",,21.8,11,3239:01:00,7575:01:00,3788:01:00,91.8088737,49.5438318,4.01551688,31.4,5.09042659,38.8321764,9.26334363,196.498355,11,No,15.132336,12.1994135,3.91254315,1.03567319,85.2512917,39.8,36.3538585,35.2926825,37.4107723,13.8,15,12.9,134,124.5,37.3,21.3892945,4.76178938,4.90272433,9.31780366,18.9983575,37.4,7.2,34.2,40.6668703,14.0068235,13.2276625,3494,32,33,73.3,20.33266,0.00010759,Unreliable,0.0002146,17.07222222,16.44482759,16.04736842,3/27/20,4/4/20,0,0,1
Russell,Alabama,AL,32.28725,-85.1842,"33,835",21,30,0,57781,24.1740365,14.3299701,44.756927,0.6213115,0.87745107,0.28036898,5.61603295,45.983974,1.03790196,51.9824856,35.4089939,82.6,38.4,18473.6,"1,472,862",,19.3,12.1,3803:01:00,3852:01:00,2408:01:00,88.1458967,61.4674412,4.02054477,31.6,5.19855482,46.2149094,9.99211149,504.996239,12.1,No,16.7897918,13.3836651,2.84307141,1.52227446,86.8622449,38.2,41.2469799,40.2450017,42.2037482,18.2,19.1,17.4,77.2,349,40.4,25.4631488,5.02427394,5.01588296,10.4044303,21.7913198,45.1,6.6,31.5,64.3492549,13.2876459,11.304654,5042,38,40,80.35,18.9815066,0.0002374,NA,NA,18.89166667,18.58387097,17.88095238,3/25/20,4/4/20,0,0,1
Shelby,Alabama,AL,33.2688,-86.6623,"33,835",29,45,0,215707,23.4786076,15.3388624,12.8910977,0.39451664,2.25815574,0.0579,5.778672,77.5310954,1.5833086,51.6612813,22.9448702,132.3,103.2,17539.76,"1,764,952",,7.9,12,1242:01:00,1961:01:00,1254:01:00,94.2215855,76.4675473,2.85142305,8.9,4.18007839,19.3382148,11.1420613,263.622878,12,No,10.554385,9.47284451,0.94153279,0.46089018,86.1318414,47.3,36.7031001,35.7684401,37.6665305,9.6,10.8,8.5,52,94.7,32.8,16.48944,3.97932281,4.14306526,7.28376328,15.5611575,35,8.6,25,83.6983879,17.0496551,7.85913405,5125,41,44,53.63,11.2188659,0.00048299,13.9077545,0.0005365,17.88148148,17.3225,17.94333333,3/16/20,4/4/20,0,0,1
St. Clair,Alabama,AL,33.71902,-86.3103,"33,835",30,235,7,88690,22.6925245,16.6174315,9.32574135,0.35967978,0.89074304,0.0755,2.50761078,85.6015334,0.47645159,50.3585523,72.7967653,248.5,56.2,18180.59,"10,317,323",,12,12,5880:01:00,3411:01:00,4927:01:00,88.4057971,55.4918647,3.49519946,15,4.21511331,26.3237139,8.61687774,299.399477,12,No,10.5560792,9.32378679,0.87967326,0.7068803,86.6225826,53.6,36.6307688,35.6386744,37.705907,12.3,13,11.7,103.3,119.6,35.8,19.2725713,4.53789553,4.60437612,8.77094972,18.3353013,36.6,8.4,30.7,42.332492,15.1483442,10.0410683,6284,38,39,91.5,19.5399146,0.00035903,29.3155936,0.00046497,18.43181818,16.97948718,17.40689655,3/17/20,4/4/20,0,0,1
Sumter,Alabama,AL,32.59117,-88.1992,"33,835",15,26,0,12691,18.9661965,18.012765,71.4128122,0.1339532,2.01717753,0.0315,1.15042156,24.5528327,0.38264268,54.2825625,100,15.2,7.5,18077.55,"326,706",,32.4,10.4,1812:01:00,6346:01:00,6346:01:00,76.9784173,56.9801771,5.89345638,48.1,7.5608453,58.8025377,9.45850083,435.480174,10.4,No,23.2581967,22.6492943,0.75819672,1.43442623,84.5488257,42.8,43.2766596,42.1285669,44.4874685,18.7,18.6,18.7,80.7,280,43.3,33.6330161,5.86933691,5.43458163,12.2877123,22.491915,42.8,4.6,37.6,36.3220228,10.7197379,11.3622162,5643,46,28,51.49,14.4977438,4.68E-05,NA,NA,19.68571429,19.08,17.63333333,3/31/20,4/4/20,0,0,1
Talladega,Alabama,AL,33.37823,-86.1689,"33,835",27,38,1,79828,21.1930651,18.0012026,32.5675202,0.40837801,0.65766398,0.0276,2.35882147,62.4968683,0.4956467,51.6710929,55.8153383,111.7,50.3,18024.92,"2,840,194",,18,11.5,3203:01:00,3471:01:00,5322:01:00,92.7023945,52.0118551,4.27983304,26.4,5.00869775,45.7808638,12.3649535,468.572774,11.5,No,13.1754609,11.328062,1.4144946,1.08073744,84.869462,34,42.181568,41.3531891,43.0443753,14.3,14.9,13.9,64.2,86.5,41,23.1971243,4.820209,4.97509536,11.6282895,23.1598623,38.8,7,34.9,48.0210473,13.9320334,10.3020411,5467,36,34,89.67,20.4366801,0.00038826,32.5700256,0.00046497,18.14285714,17.45405405,17.25555556,3/19/20,4/4/20,0,0,1
Tallapoosa,Alabama,AL,32.86698,-85.7983,"33,835",23,123,7,40497,20.6657283,21.5596217,26.7797615,0.42719214,0.619799,0.0593,2.35079142,68.7804035,0.23942746,51.522335,74.2262591,58.1,30.9,18479.2,"1,186,139",,20.2,11.4,2034:01:00,3682:01:00,3375:01:00,89.8924731,49.884152,4.18636057,30.7,5.55579632,43.5194942,14.011455,638.914341,11.4,No,17.0746634,13.0706692,3.64137087,1.46878825,87.074693,36.4,41.1943925,40.1901366,42.0986813,13.3,14.2,12.5,85.5,207,34.6,22.8473068,4.77774319,4.9791424,14.9742931,18.1800672,36,7.2,30,68.8052672,13.1824481,11.9048369,4305,34,43,83.09,20.6332465,0.00019881,Unreliable,0.0002146,18.13181818,17.5030303,17.12173913,3/23/20,4/4/20,0,0,1
Tuscaloosa,Alabama,AL,33.28726,-87.5256,"33,835",32,122,0,208911,20.9471976,13.2798177,31.8446611,0.33459224,1.62461527,0.0661,3.88442926,61.2203283,0.94240838,51.8507881,25.5080758,147.3,64.2,18182.05,"9,042,556",,17.6,11.3,1385:01:00,2089:01:00,757:01:00,88.5245902,64.3049393,3.65662751,20.9,5.01733936,37.5601551,11.0677491,401.717723,11.3,No,17.0570699,15.2095636,2.06558773,0.63884157,85.5124786,25.3,37.9046633,37.1841878,38.6342796,12,11.9,12.1,69.7,132.9,34.1,20.26233,4.50406288,5.04432859,10.9065887,17.8726324,34.6,7.1,30,75.6606526,16.0519881,9.30868308,5853,45,44,71,12.9110702,0.00056602,15.7962003,0.00059015,17.64137931,17.23809524,18.146875,3/14/20,4/4/20,0,0,1
Walker,Alabama,AL,33.80271,-87.3003,"33,835",27,84,0,63711,22.1986784,19.3231938,6.06331717,0.55720362,0.60586084,0.10830155,2.56470625,88.9234198,0.6148049,51.2799987,74.0879996,84.7,38.9,17567.25,"2,058,416",,20.5,11.6,2464:01:00,2124:01:00,2197:01:00,90.3584672,52.9078947,4.24956231,24.7,5.05016172,32.0888701,14.6742015,449.850178,11.6,No,12.2643382,10.1186884,1.70668784,0.8136535,85.1838083,39.9,39.4767241,38.4131573,40.531637,12.2,13.4,11.1,86.2,99.5,38.6,24.3717189,5.20990121,5.37842956,10.1895735,22.6809846,39.6,7.5,35.7,43.9849007,13.8363031,11.6707665,6561,43,40,119.7,23.2872903,0.00036721,39.2396917,0.00044708,16.005,15.67837838,15.76666667,3/19/20,4/4/20,0,0,1
